Quận,Phường,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Phòng Khách,Car room,Số phòng ngủ,WC,Diện tích, Dài ,    Rộng    ,Giá/m2
19,9,3,1,3,1,0,2,2,30,8,3.91,40.33
9,5,3,1,5,1,0,4,5,45,10.1,3.58,157.78
6,17,3,1,4,1,0,2,2,19,8.37,3.64,91.05
10,9,3,1,5,1,0,4,5,40,11,3.48,75
6,6,3,1,5,2,1,5,4,50,10,3.63,93
4,1,3,1,6,1,0,3,4,30,10,3.42,110
10,5,3,1,3,1,0,6,2,36,18,3.65,120.83
4,1,3,1,4,1,1,4,4,57,15,2.91,77.19
8,6,3,1,4,1,1,4,4,60,10,6,55.83
3,1,3,1,5,1,0,3,3,60,29.76,3.97,52.5
10,11,3,4,3,1,0,4,2,36,10,3.35,44.44
7,19,3,4,5,2,0,4,5,52,13,2.66,70.19
18,7,3,1,3,1,0,2,2,30,6,2.64,50.33
9,3,3,1,5,2,0,5,5,43,12,37,132.56
9,6,2,1,5,2,1,4,4,50,31.15,3.3,200
10,12,3,1,3,1,0,3,4,69,13.53,5.1,78.26
6,1,3,1,6,2,0,6,4,33,8,3.51,181.82
10,16,3,4,6,2,0,4,6,39,10,3.18,43.59
9,8,2,1,3,1,1,4,2,50,10,2.93,190
7,10,3,1,4,1,0,4,2,38,15.54,3.79,71.05
10,15,4,4,3,1,1,4,3,76,12,7,126.32
6,9,2,1,6,1,1,4,4,30,12,41,196.67
7,6,3,1,4,1,0,3,3,30,25.73,3.74,108.33
4,8,2,1,4,1,0,4,4,50,13,2.94,60
8,13,2,1,4,1,1,2,2,45,15.4,3.5,100
8,5,3,1,5,2,0,3,4,39,22.03,3.02,66.67
10,5,3,1,2,1,0,3,3,37,13,3.82,53.19
6,5,3,1,4,1,1,4,4,48,32.09,3.69,118.75
4,1,3,4,5,2,0,4,5,46,8,6,97.83
9,6,3,1,6,2,0,6,4,32,9,3.86,90.63
5,1,3,4,6,2,0,4,4,50,13,3.3,104
5,7,2,4,4,1,1,4,2,62,10,6.2,83.87
6,15,3,1,5,2,0,5,4,48,8,6,93.75
10,5,2,4,4,1,1,4,2,38,6.03,6.3,89.47
5,5,2,4,8,1,1,9,7,45,11,3.66,184.44
7,18,4,4,5,1,0,4,5,35,23.47,3.52,94.29
7,2,3,1,3,1,0,2,2,25,8.91,3.02,68
9,11,3,1,4,1,0,4,2,36,9,3.43,91.67
6,17,3,1,4,1,0,4,4,42,17.6,3.5,80.95
9,9,3,1,4,1,0,2,2,21,12.65,3.69,80.95
17,7,3,4,1,1,1,1,1,50.1,12.5,2.44,30
8,2,3,1,1,1,0,3,1,35,5,7,74.29
7,18,3,1,5,1,0,4,3,28,7.8,3.88,100
6,21,3,1,2,1,0,2,2,35,22.83,3.83,130
10,6,3,1,3,1,1,4,3,85,20,3.84,44.71
10,6,3,1,4,1,0,4,4,31,7,2.71,66.13
17,5,3,4,2,1,1,2,3,97,19.4,5,29.18
9,11,3,1,5,1,0,5,3,55,10,5.5,71.82
6,15,3,4,2,1,0,3,4,42,7,6,92.86
5,7,2,1,6,2,1,6,5,90,18,5,138.89
1,5,3,1,2,1,0,1,3,16,5.8,2.99,78.13
8,1,3,1,3,1,0,4,2,40,28.53,3.76,74.5
8,7,3,1,4,1,0,4,4,45,35.66,2.25,57.78
5,3,2,1,5,1,0,3,3,35,11.99,2.7,113.71
4,1,3,1,4,1,0,4,2,39,35,3.56,120.51
4,6,3,4,1,1,0,3,1,60,12,5,66.67
12,10,2,1,4,1,0,4,2,34,10,3.62,70.59
8,5,4,1,5,2,0,5,4,90,18,5,84.44
6,1,3,4,5,2,0,7,4,40,10,2.02,167.5
8,3,3,1,5,1,0,3,5,30,8,2.37,96.67
1,5,3,1,4,1,0,3,2,19,11.55,3.17,102.63
6,15,3,4,1,1,0,3,1,45,9,3.05,84.44
3,1,3,1,5,2,1,6,3,95,5,19,110.53
6,1,3,1,4,1,1,4,3,75,12,6.3,77.33
10,16,3,1,4,1,0,4,3,40,12,2.52,40.5
6,6,3,1,6,2,0,5,4,36,13.7,3.8,83.33
3,1,3,1,5,2,0,2,3,30,12,3.15,158.33
4,8,3,4,5,2,0,4,4,55,22.37,3.68,66.91
5,6,3,1,6,1,0,4,4,35,9.8,2.65,104.29
9,9,3,4,2,1,0,3,4,31,10,3.96,75.81
5,8,3,1,5,1,0,4,5,35,5.8,6,162.86
15,4,2,1,1,1,0,1,1,168,20,9,15.48
7,3,3,1,4,1,0,3,3,26,11.84,3.14,63.46
6,1,2,1,3,1,1,3,2,39,14,3.91,330.77
6,18,3,4,2,1,0,3,2,34,4.59,7.4,94.12
9,4,3,1,6,1,0,6,5,44.3,29.24,3.65,102.27
10,15,3,4,2,1,0,3,2,43,31.69,3.62,58.14
8,3,1,1,4,1,1,4,2,130,22,6,121.54
1,5,3,4,2,1,0,3,2,19,8.4,3.06,102.63
5,7,3,4,3,1,1,6,3,50,21.72,3,100
12,3,2,4,7,1,1,7,6,60,15,3.4,165
6,6,3,4,1,1,0,3,1,37,10,3.75,93.27
7,19,3,1,5,2,0,5,3,49,8,6.5,104.08
7,18,3,1,2,1,0,1,2,24,10.93,3.52,66.67
9,4,2,1,4,1,0,3,4,40,15.49,3.13,162.5
4,2,3,1,3,1,0,3,3,30,6,3.91,50.27
19,9,3,4,1,1,0,2,1,34.1,7.81,3.82,37.35
5,1,3,4,5,2,0,5,3,40,16.84,3.54,97.5
9,5,3,1,5,2,1,3,3,50,35.78,3.72,87
6,18,3,1,2,1,0,3,3,36,12.34,3.59,90.56
7,19,3,1,5,1,0,5,5,49,8,6.5,104.08
8,1,4,1,4,1,0,6,4,72,14,5,123.61
9,3,3,4,1,1,0,3,1,34,4.59,7.4,94.12
28,9,3,4,1,1,0,2,1,35,12,3.04,56.23
9,3,3,4,2,1,0,3,4,34,4.59,7.4,94.12
4,1,3,4,2,1,1,2,3,60,31.28,3.84,52.5
4,10,3,1,2,1,1,2,4,61,10,5.94,34.43
3,2,2,1,6,1,1,8,4,84,61.48,3.28,178.57
6,15,3,4,3,1,0,5,2,41,8.2,3.98,93.9
7,20,3,1,2,1,1,3,4,47,10,3.69,70.92
9,11,3,4,1,1,0,3,1,34,4.59,7.4,94.12
1,7,3,1,4,1,0,6,3,45,19.85,3.25,97.78
6,6,3,1,4,1,0,3,4,30,30,30,111.67
9,5,3,4,2,1,0,3,4,34,4.59,7.4,94.12
7,6,3,1,3,1,0,2,4,40,15.1,3.76,95
8,2,3,1,5,1,0,3,4,22,12.87,2.47,68.18
10,9,3,2,2,1,0,2,3,46,9,5.1,43.48
1,3,3,4,1,1,0,3,1,42,14,3.76,63.1
10,14,3,1,4,1,0,3,4,34,10,3.31,79.41
9,8,3,4,5,1,1,4,4,65,12,5.5,161.54
9,4,3,1,4,1,0,4,3,43,11,3.86,101.16
9,8,3,4,6,1,1,4,5,65,12,5.5,16.15
4,7,3,4,1,1,0,3,1,38,12.3,3.96,77.89
8,1,3,4,1,1,0,3,1,30,7,3.88,50
7,6,3,1,1,1,1,2,1,63,27.55,3.51,56.35
6,17,2,1,4,1,0,5,2,65,28.55,3.82,398.46
19,8,3,1,1,1,0,2,1,32,7,3.53,46.5
6,17,2,1,9,1,0,4,7,61,13,3.56,431.15
6,7,3,1,1,1,1,3,1,85,17,5,68.82
4,7,2,1,4,1,1,3,4,73,14,5.4,58.9
8,5,4,1,7,2,0,6,7,40,10,2.77,180
4,6,3,4,3,1,0,4,4,40,9.7,3.61,66.25
9,8,3,4,5,2,1,4,5,60,12,5.5,17.5
8,6,3,1,5,1,0,4,5,45,31.92,3.55,66.67
5,4,3,4,4,1,0,4,4,38,9.5,3.02,89.47
8,3,2,1,9,2,0,10,7,100,10,10,120
9,8,3,4,6,2,1,5,5,65,12,5.5,16.15
8,8,2,1,4,1,1,4,4,60,10.91,5.5,91.67
10,7,3,1,5,1,0,9,4,39,10,3.03,92.31
5,6,3,1,5,2,0,3,5,31,8,3.7,129.03
8,6,3,4,6,1,0,4,4,31,23.29,3.62,74.19
6,11,3,1,4,1,0,4,3,45,11,3.44,111.11
9,7,3,4,6,2,0,5,5,53,21.63,3.95,116.98
9,6,3,4,3,1,0,4,4,34,15.29,2.83,88.24
7,17,1,1,3,1,1,9,3,150,13,12,166
6,18,3,1,4,1,0,5,3,35,7,5.5,111.43
10,16,3,1,4,1,0,3,2,40,6.7,6,40.5
7,6,3,1,4,1,0,4,4,44,11,2.51,67.05
12,4,2,4,5,2,1,5,5,40,11.43,2.03,98.75
7,17,3,1,4,1,0,4,3,30,20.11,3.64,83.33
6,12,3,1,3,1,0,3,2,40,20.91,3.06,85
10,16,3,1,4,1,0,3,4,37,10,3.49,37.84
8,6,2,1,2,1,0,3,2,30,7.4,2.75,103.33
9,3,3,4,6,2,0,5,5,52,11.5,3.96,90.38
8,8,3,3,4,1,0,3,2,33,8,3.76,112.12
1,5,2,1,4,1,0,4,2,46,9,2.55,108.7
8,11,2,1,5,2,0,3,3,35,10,3.53,100
6,10,3,1,3,1,0,3,4,29,10.15,3.61,96.55
8,4,3,1,1,1,0,3,1,35,9,3.34,82.86
9,3,3,1,4,1,1,2,2,62,39.84,3.49,53.23
4,11,3,4,1,1,1,3,1,60,10,6,80
7,2,3,4,6,1,0,5,4,42,36.65,3.57,80.95
1,13,3,4,5,1,0,4,3,86,52.85,3.74,76.74
6,3,3,1,4,1,0,4,4,39,13.89,3.73,84.62
1,5,3,1,1,1,0,1,1,16,11.75,3.55,78.13
9,3,3,1,5,1,0,3,4,34,14.57,3.65,79.41
8,8,3,4,1,1,0,3,1,30,29.56,3.48,60
5,8,2,1,4,1,1,4,3,60,10,6,175
6,12,3,1,4,1,0,4,4,45,26.4,3.88,100
9,5,3,1,5,1,0,4,4,37,11,3.99,75.68
7,17,3,1,4,1,0,3,3,30,11.32,2.65,132.67
7,3,2,4,6,1,1,10,4,110,37.7,2.47,209.09
8,11,2,1,5,1,1,4,3,35,27.11,3.87,80
10,6,3,4,5,1,0,4,4,39,5.42,7.2,99.23
1,3,3,1,7,2,0,5,6,62,10.33,6,106.45
5,6,3,4,6,2,0,4,6,35,12,3.5,168.57
4,1,3,1,4,1,1,4,4,60,4.5,3.88,141.67
9,11,2,1,7,1,1,7,5,50,7.14,7,400
4,4,3,1,4,1,0,4,4,70,14,5,107.14
7,1,2,1,3,1,0,3,2,23,8,3.8,108.7
5,8,2,1,5,1,1,4,5,46,10,3.6,97.83
6,10,3,4,6,1,0,4,4,35,25.32,3.57,85.71
6,15,3,4,2,1,0,3,4,36,10,4,95.28
10,6,3,1,4,1,0,4,3,33,6.35,5.2,71.82
12,10,2,1,2,1,1,2,4,50,10,5.2,37
7,15,3,1,3,1,0,3,3,58,9.83,5.9,50
10,6,3,1,4,1,0,4,2,34,10,2.37,58.24
5,3,2,1,6,2,0,5,4,70,36.27,2.73,350
8,5,2,1,3,1,0,3,4,102,47.03,3.75,85.98
9,4,2,1,5,1,0,6,3,38,9,3.61,73.68
12,3,3,1,5,1,0,3,3,33,13,35,107.58
4,6,3,1,1,1,0,3,1,35,6,6,81.43
7,13,2,1,2,1,1,2,2,70,11.67,6,421.43
1,3,3,1,1,1,0,3,1,38,8.8,3.83,136.84
5,5,3,4,1,1,0,3,1,35,29.87,3.81,102.86
11,12,2,4,2,1,1,3,4,68,14,5,63.97
1,5,3,4,5,2,0,3,3,45,35.55,2.69,106.67
7,19,2,1,5,2,1,2,3,30,5,5.8,95
6,12,2,1,5,2,1,4,4,36,8,3.98,169.44
9,3,3,1,5,1,0,3,3,36,26.11,3.53,69.44
6,6,4,4,3,1,0,5,2,65,10,6.5,198.43
4,12,1,4,2,1,1,3,4,30,10.82,2.87,76.67
8,8,3,4,4,1,0,6,3,60,3.8,3.84,78.33
8,2,3,1,5,1,0,3,5,35,12.85,2.98,100
5,4,1,1,4,1,1,5,3,78,10,8,150
9,5,3,1,3,1,0,2,3,13,5.31,2.3,78.46
6,4,3,1,4,1,0,3,3,36,25.65,3.98,83.33
9,3,3,1,4,1,0,4,3,58,10,6,55.17
9,6,3,4,6,2,0,10,4,60,10,6,126.67
8,6,3,4,1,1,0,3,1,31,14.11,3.54,82.26
4,9,3,4,1,1,0,1,1,36,19.21,2.68,72.22
6,10,3,4,1,1,0,3,1,32,11.83,3.92,104.69
5,5,3,1,6,1,1,5,4,51,10.2,3.61,176.47
8,13,3,1,4,1,0,4,2,39,14.91,2.71,61.54
8,2,3,1,5,1,1,4,4,47,14,3.19,65.96
10,7,3,1,2,1,1,2,3,47,8.7,5.4,60.64
5,1,3,4,2,1,0,3,3,42,18.51,3.92,94.05
8,1,3,4,3,1,0,4,3,45,19.32,3.58,78.89
8,11,3,1,4,1,0,5,3,61,24.32,2.38,57.38
7,6,3,1,4,1,0,4,4,45,4,2.67,75.56
8,1,3,1,5,2,0,4,4,36,15.32,3.51,77.78
6,15,3,4,1,1,0,3,1,40,11,3.68,96.25
10,6,2,1,4,1,0,4,3,40,10,3.71,92.75
4,1,3,1,3,1,0,6,2,44,9,3.02,162.5
10,13,2,1,5,2,1,5,3,45,28.05,3.53,121.11
19,6,3,1,3,1,0,3,3,32,8,3.95,41.56
3,6,3,4,4,1,0,4,2,38,27.11,3.54,102.63
10,6,4,1,5,1,0,4,3,57,13,3.88,114.04
7,19,3,1,2,1,0,2,2,30,5,6,66.67
19,6,2,1,1,1,1,2,1,75,15,5,37.33
8,8,3,1,1,1,0,2,1,51,12,3.7,70.59
9,3,3,1,6,2,0,4,4,38,11,3.42,71.05
6,13,2,1,5,2,1,6,4,67,64.52,2.69,116.42
8,8,3,1,5,1,0,3,3,35,7,2.63,77.14
11,12,3,1,4,1,0,4,2,52,13,3.91,75.96
6,6,4,4,3,1,0,6,2,76,10,7.6,124.82
6,6,3,1,5,2,0,4,5,38,17.54,3.13,118.42
19,6,3,1,1,1,1,2,1,48.4,12.1,3.82,25
8,5,3,1,5,1,0,3,4,22,9.36,3.04,109.09
18,3,2,1,1,1,1,2,1,46,9.1,5.1,33.26
5,2,2,4,5,2,1,5,5,52,9,6,165.38
11,5,2,1,3,1,0,3,3,51,13,45,43.14
8,2,3,1,6,1,0,4,6,60,16,45,70
10,12,3,1,4,1,0,4,2,38,10,3.35,76.32
8,3,3,4,5,2,0,5,3,26,9,3.67,92.31
28,9,3,1,5,1,0,4,4,89,12.71,7,38.2
1,13,3,1,5,2,0,4,3,31,5.17,6,127.42
6,8,3,1,4,1,0,3,3,25,6,3.98,98
10,2,2,1,1,1,1,2,1,47.5,30.37,2.67,48.94
6,4,3,1,2,1,0,3,3,30,30,30,90
7,6,3,1,4,1,0,2,3,34,21.19,3.02,82.35
9,6,3,1,4,1,1,4,4,62,23.71,3.58,87.1
12,1,3,4,4,1,0,6,3,53,13.59,3.61,84.91
10,14,3,1,5,1,0,3,5,33,31.72,3.81,66.67
10,14,3,1,4,1,0,3,4,32,11,3.49,74.69
8,1,3,4,1,1,0,3,1,20,5,3.53,70
10,15,3,1,4,1,0,3,4,34,9,3.94,73.53
10,2,2,1,1,1,0,2,1,62,12.4,5,62.9
10,9,4,1,5,1,1,4,5,50,11,45,136
5,1,2,1,2,1,1,3,3,70,50.62,3.66,35.71
9,6,2,1,5,2,0,8,3,55,11,3.79,192.73
6,20,3,1,2,1,0,3,3,33,11.78,3.21,128.79
12,10,3,1,4,1,0,3,4,33,8,3.34,72.73
6,17,3,1,4,1,0,4,2,42,29.59,3.61,173.81
4,2,3,1,4,1,0,4,4,40,35,6,68.75
5,8,3,1,4,1,0,4,4,56,45.29,3.93,80.36
8,5,3,1,3,1,1,4,4,55,37.7,3.85,103.64
7,15,3,1,3,1,0,3,4,58,9.83,5.9,50
8,4,4,4,1,1,0,3,1,104,12,9,68.27
9,1,3,1,5,1,0,3,4,40,10,3.32,91.25
10,6,4,1,5,2,0,4,3,55,12,45,136.36
3,1,3,4,2,1,0,3,2,45,9,2.98,133.33
5,3,2,1,6,1,0,5,4,80,16,5,175
5,2,3,1,3,1,0,4,3,32,9,3.68,98.44
5,8,3,4,1,1,0,3,1,33,15.09,2.61,172.73
7,20,2,1,5,2,1,4,5,50,10,2.94,93
1,7,3,1,3,1,1,2,2,75,5,15,73.33
6,18,3,1,4,1,0,3,4,21,12.53,3.65,116.67
18,6,1,2,5,1,2,5,5,175,14.58,12,49.71
8,2,3,1,5,1,0,4,4,40,10,3.97,76.25
8,9,3,1,4,1,0,4,2,40,27.83,3.12,65
9,5,3,4,4,1,0,6,3,41,9.3,3.03,77.32
12,10,3,1,4,1,0,4,3,34,6.09,5.58,77.35
7,6,3,1,5,1,1,3,3,72,4,3.67,53.47
9,6,3,1,2,1,0,3,3,42,18.6,3.49,114.29
10,2,4,4,3,1,1,5,2,75,15,5,69.33
5,5,2,1,6,2,1,4,6,50,10,3.65,280
1,6,2,1,3,1,0,3,3,72,14.4,5,236.11
11,12,3,1,5,1,0,5,3,42,10.5,3.61,92.86
9,4,3,1,1,1,0,3,1,40,14.15,3.81,120
9,5,3,1,4,1,0,4,2,40,17.95,3.38,70
6,15,3,1,4,1,0,3,4,27,18.64,3.71,122.22
9,5,3,4,2,1,0,3,3,35,15.82,3.96,84.29
6,10,3,1,5,1,0,3,3,35,9.5,2.84,94.29
1,13,3,1,5,2,0,4,5,60,13,3.08,115
19,12,3,1,4,1,0,3,3,30.1,4.98,6.05,58.33
6,10,3,1,3,1,1,4,4,60,15,3.39,41.67
6,8,2,1,1,1,1,2,1,69,14,5,134.78
4,12,3,4,2,1,0,3,4,32,8,2.32,71.88
9,3,3,4,2,1,0,3,2,35,18.33,3.84,102.86
9,2,3,1,5,2,0,3,5,32,10.99,2.46,140.63
5,2,2,4,7,2,0,10,5,60,10,6,155
4,1,2,4,7,2,1,8,7,60,12,5,128.33
10,8,3,1,3,1,0,3,4,33,10,3.22,81.82
5,3,3,1,5,1,0,3,5,35,9,3.48,91.43
6,15,3,1,4,1,0,3,2,27,12.97,3.48,121.85
7,19,3,1,5,1,0,5,3,50,10,2.83,87
19,9,3,1,4,1,0,3,4,33,8,3.67,47.88
1,4,3,1,1,1,0,1,1,13,6,3.32,96.15
3,8,2,1,4,1,1,4,3,24,8,3.76,112.5
9,1,3,1,5,1,0,5,4,55,21.47,3.69,141.82
9,10,3,4,2,1,0,3,4,35,12.35,2.68,102.86
8,13,3,4,3,1,0,4,2,35,7,3.67,65.71
7,17,3,1,5,2,0,4,5,35,10,3.21,102.86
1,14,2,1,4,1,1,4,4,45,6.72,6.7,355.56
28,11,2,1,4,1,1,4,4,30,10,3.72,76.67
6,10,3,4,1,1,0,3,1,33,21.74,3.97,101.52
8,13,3,1,5,1,0,3,3,39,17.42,3.87,55.13
8,11,3,1,4,1,0,4,2,42,12,2.28,67.86
1,11,3,1,6,1,1,10,5,56,14,2.49,223.21
6,6,3,4,6,2,0,4,5,35,10,3.34,98.57
8,8,2,4,6,1,0,5,4,55,11,3.94,90.91
7,20,3,1,5,1,0,3,3,29,9,2.48,100
9,3,3,1,5,1,0,4,4,35,10,3.74,82.86
5,4,3,1,5,1,0,4,3,45,8.18,5.5,126.67
7,17,3,4,2,1,1,3,3,55,50.32,2.8,105.45
3,8,3,1,3,1,1,3,2,56,51.03,3.96,48.21
12,2,2,1,6,2,1,4,6,46,8,6,56.52
8,11,3,2,2,1,0,2,3,38,9.5,2.61,34.21
6,6,2,1,8,2,1,10,8,55,9,6,90.91
8,5,3,4,3,1,0,4,3,49,10,3.56,100
4,8,3,1,1,1,0,3,1,140,21,6.8,25
3,1,2,4,6,2,1,4,6,54,9,6,164.81
8,5,3,4,2,1,0,3,3,30,20.42,3.95,78.33
6,2,3,1,3,1,0,3,4,40,10,3.99,83.75
9,6,3,1,3,1,0,5,2,45,12,2.98,111.11
1,5,2,1,6,1,0,3,4,30,13.98,2.49,33.33
6,19,3,1,5,1,0,3,4,32,17.85,2.88,126.56
9,4,3,4,6,2,0,4,6,55,14.8,37,76.36
5,2,3,1,1,1,0,1,1,35,16.78,3.8,62.86
7,3,2,1,4,1,0,6,4,100,12.5,8,105
10,16,3,1,4,1,0,4,2,34,18.6,3.14,41.18
6,13,3,1,5,2,0,5,3,45,19.73,3.51,86.67
3,4,2,4,8,2,0,10,7,76,10,7.6,213.16
8,3,3,1,2,1,0,2,4,30,5,6,95
9,8,2,1,5,1,1,4,4,41,15.84,3.83,173.17
9,6,3,1,5,2,0,2,3,26,11.28,3.69,101.92
5,8,2,1,5,1,0,4,3,52,21.23,3.83,178.85
10,5,3,4,2,1,0,2,4,38,18.03,3.44,47.37
12,4,3,1,2,1,0,3,2,35,10,3.79,72.86
6,17,3,4,4,1,0,5,2,55,23.21,3.49,245.45
10,15,3,4,4,1,0,4,2,35,18.77,4,72.86
4,12,3,1,5,1,0,4,5,41,6,7,63.41
4,8,2,1,3,1,1,4,2,85,17,5,58.24
7,8,3,1,2,1,0,3,4,40,8,3.07,116.25
6,17,3,4,3,1,0,4,4,42,7,6,133.33
6,7,3,1,5,2,0,5,4,44,11,3.57,95.45
4,11,2,1,4,1,1,5,2,42,12,34,64.29
9,6,3,4,1,1,0,3,1,44,18.19,2.66,63.64
4,8,2,1,3,1,0,4,2,86,11,8,36.05
12,4,3,1,6,1,0,10,5,70,17.5,2.79,103.57
11,12,3,1,5,2,0,4,3,37,11,3.88,70.27
4,8,3,1,4,1,0,4,3,48,12,3.88,81.25
8,6,3,4,1,1,0,3,1,35,8,2.39,61.43
10,7,3,1,5,1,0,3,3,35,10,3.87,85.71
10,7,2,4,6,1,0,4,5,43,23.47,3.74,97.67
7,20,3,1,4,1,0,4,2,40,18.7,3.83,66.25
9,3,3,1,5,2,0,4,4,35,9,2.32,84.29
11,7,2,1,3,1,1,4,2,52,10,3.68,115.38
8,1,3,1,5,2,0,3,5,36,11.5,3.56,70.83
7,19,3,4,5,2,0,4,5,35,10,3.91,79.71
5,6,2,1,5,2,0,6,4,40,17.67,3.58,130
4,1,3,4,2,1,0,3,3,42,8,3.5,105.95
9,5,3,1,4,1,0,3,2,32,13.17,3.7,70.31
8,2,3,1,5,2,0,3,4,35,14.44,3.99,80
4,8,4,1,5,2,0,3,3,32,9,2.64,84.38
7,6,3,1,4,1,0,4,4,39,26.07,3.22,74.36
4,1,3,4,1,1,0,3,1,41,10,3.1,108.54
1,13,3,1,5,1,0,3,4,24,14.8,3.08,91.67
12,5,2,4,7,1,1,9,6,52,13,3.79,115.38
9,1,3,1,7,2,0,7,6,50,10,2.89,184
8,12,3,1,5,1,0,3,5,35,10,3.62,97.14
7,14,2,4,2,1,1,3,2,66,63.2,3.3,348.48
6,15,3,1,5,2,0,5,4,45,11.5,3.53,85.56
7,17,3,1,5,1,0,3,5,35,15.43,2.76,102.86
7,14,2,4,2,1,1,3,3,66,22.18,3.9,348.48
9,8,3,1,5,2,0,3,5,40,7.55,5.3,92.5
11,12,3,1,4,1,0,6,4,78,15.6,5,79.49
6,15,3,4,4,1,0,4,2,45,17.86,3.8,79.56
10,15,4,1,3,1,0,4,3,45,12,3.56,122.22
10,17,2,1,2,1,1,2,2,30,6,3.25,98.33
8,6,3,1,4,1,0,3,4,42,7,8,39.29
12,4,3,4,2,1,0,3,3,35,6,2.41,87.14
8,3,3,4,4,1,0,4,4,35,18.32,3.43,74.29
7,20,3,1,1,1,0,3,1,39,9,36,53.85
9,6,3,1,5,2,0,3,3,34,17.39,3.07,79.41
1,3,3,4,2,1,0,3,3,24,23,3.58,100
8,6,3,1,4,1,0,3,3,32,12.28,3.55,49.38
8,14,3,1,5,2,0,7,5,41,25.64,3.52,108.54
5,2,3,4,4,1,1,4,3,52,8,6,165.38
7,19,3,1,4,1,0,4,3,40,14.11,2.41,70
8,10,3,1,5,2,0,6,3,60,12,5,100
12,1,3,4,1,1,0,3,1,40,8,2.78,105
6,7,3,4,3,1,0,5,3,48,18.68,2.45,79.17
3,6,2,1,4,1,1,6,3,56,5.6,10,339.29
6,11,3,1,4,1,0,3,2,25,5,3.07,100
9,3,3,1,5,1,0,5,3,43,17.97,3.21,132.56
6,6,3,1,5,1,0,3,5,33,23.61,3.84,113.64
9,4,2,1,6,1,0,4,4,45,9,3.65,122.22
10,6,3,1,4,1,0,3,4,33,17.19,3.57,75.15
10,7,3,1,4,1,0,3,3,30,7,3.97,73.33
28,8,3,1,4,1,0,2,4,34,11.33,3.61,60.29
11,10,3,1,3,1,0,3,2,40,8,3.63,63.75
10,2,3,1,4,1,0,3,3,31,12.72,3.86,58.06
9,3,3,1,4,1,0,4,4,40,13.63,3.63,72.5
8,2,3,1,4,1,0,3,3,33,19.67,2.28,80.3
3,2,2,1,3,1,1,4,4,95,17.59,5.4,84.21
8,6,3,4,2,1,0,3,2,31,17.95,3.71,83.87
10,10,3,1,4,1,0,3,4,31,9,3.5,47.74
9,8,2,1,5,1,1,6,3,65,20,3.34,83.08
5,6,3,1,6,2,0,5,5,50,30.45,3.85,150
10,2,4,1,6,2,0,6,4,82.5,18,5,100
3,7,3,1,7,1,0,3,6,45,10,2.68,177.78
5,4,3,1,5,2,0,5,4,42,10,2.97,80.95
9,3,3,1,5,1,0,3,3,33,22.75,2.46,78.79
9,3,3,1,4,1,0,3,4,35,18.52,3.69,100
7,8,2,4,6,1,1,6,5,65,41.3,3.3,269.23
9,11,3,1,3,1,0,3,2,64,30.66,3.98,67.19
4,6,3,4,2,1,0,3,3,31,7,3.68,75.81
9,1,2,1,7,1,0,7,5,50,34.74,3.41,184
5,5,3,1,4,1,1,4,3,69,11.5,6.5,124.64
8,4,2,1,2,1,1,3,3,57,15,2.25,91.23
4,8,3,1,4,1,0,4,3,50,13,3.34,78
10,15,2,4,4,1,0,4,4,50,27.95,3.21,120
8,9,3,4,2,1,1,3,4,59,29.06,3.22,72.88
7,18,2,1,4,1,0,3,4,52,14,3.64,125
9,2,3,1,6,2,0,4,6,30,5,6,105
8,6,3,1,4,1,0,4,3,37,14.31,3.99,66.22
28,4,3,1,4,1,0,3,4,31,7,3.17,70.97
10,16,2,1,7,1,0,4,7,86,12.5,7,96.51
7,19,3,1,5,1,0,3,3,35.9,34.71,2.92,74.29
8,8,3,1,5,2,0,3,4,34,16.35,3.74,72.06
5,3,3,1,5,1,0,5,4,40,10,3.51,75
8,5,3,1,4,1,0,4,4,36,12.28,3.5,72.22
28,8,3,1,4,1,0,3,2,39,13,3.37,110.26
8,7,3,1,5,1,0,3,5,34,12.34,3.26,73.53
11,1,3,1,2,1,0,2,3,57,12,5,83.33
8,13,3,1,4,1,0,3,2,28,13.27,3.72,78.57
8,6,3,1,5,1,0,3,3,36,24.82,3.56,70.83
7,14,3,1,2,1,0,2,2,40,12,2.56,47.25
5,5,2,1,8,1,1,8,6,82,13.67,6,353.66
10,13,2,1,5,1,1,4,5,45,16.7,3.72,121.11
4,2,3,1,5,1,0,3,5,30,8,3.48,58.33
10,14,3,1,3,1,0,3,2,30,19.36,3.35,79.33
5,1,3,1,5,1,0,3,3,50,8.62,5.8,66
7,17,3,4,2,1,0,3,2,48,7.38,6.5,54.17
7,17,3,1,2,1,0,2,3,48,8,6,56.25
4,1,3,1,6,1,0,4,6,31,8,2.81,101.61
10,7,3,1,4,1,0,2,3,27,7,3.3,77.78
4,2,3,1,4,1,0,3,2,30,8,3.4,58.33
10,14,2,1,5,1,0,5,3,45,11,3.63,102.22
3,1,2,1,5,2,0,5,5,56,5.6,10,339.29
1,7,3,4,6,1,0,4,5,32,6,6,128.13
1,6,2,1,4,1,0,6,2,56,5.6,10,339.29
5,5,2,4,4,1,0,6,3,59,13.1,2.94,288.14
9,3,3,4,6,1,0,4,6,78,38.85,3.49,70.51
9,6,3,1,1,1,0,3,1,45,12,2.68,77.78
1,6,2,1,5,1,0,7,4,56,5.6,10,339.29
